Type,External Database,VOC,dvap,SMILES,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
Organic oxygen compounds,NO,NO,54.03,CCC(CC)O,2.754184786,23.11941548,4.991563832,4.438777427,4.438777427,2.808060412,2.488909033,2.488909033,1.470320087,1.470320087,0.942498641,0.942498641,0.288675135,0.288675135,0,0,0,6.103966388,0,12.84164325,0,0,13.8474744,0,5.106527395,-0.04,6,76.054,5.96,3.161612903,2.212525253,8.666666667,0.393153041,8.666666667,0.05345928,0.064814815,0.05345928,-0.064814815,-0.393153041,1.1673,26.5888,88.15,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,38,5.106527395,0,0,0,0,0,0,0,0,0,13.8474744,12.84164325,0,6.103966388,5.106527395,0,0,0,0,32.79308403,0,0,0,0,0,0,0,0,11.21049378,0,0,26.68911765,0,0,0,0,20.23,0,0,0,8.666666667,0,0,0,1.706018519,3.960648148,0
Organic nitrogen compounds,NO,NO,54.1,C[C@@H](c1ccccc1)N,2.848234051,167.1823264,6.690234444,5.541451884,5.541451884,4.304530453,3.11004234,3.11004234,2.199358737,2.199358737,1.325355914,1.325355914,0.75660012,0.75660012,0,0,0,6.041840829,0,0,5.563451492,0,37.25557254,0,5.733667477,-0.82,9,110.095,6.302249389,2.646097475,1.54134677,5.613703704,0.324170891,5.613703704,0.026557074,0.158518519,0.026557074,0.158518519,-0.324170891,1.7063,39.0444,121.183,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,48,5.733667477,0,0,0,0,0,0,0,0,0,30.33183534,12.48718869,6.041840829,0,0,0,0,0,5.733667477,12.96557803,0,35.89528683,0,0,5.733667477,0,0,0,0,0,0,18.52902952,30.33183534,0,0,0,26.02,0,0,0,0,6.805833333,0,10.21268519,0,1.981481481,0
Organohalogen compounds,NO,NO,54.1,C(CO)Br,1.974744871,8,3.414213562,2.239391631,3.82538817,1.914213562,1.083489008,2.204957916,0.412589034,1.205587304,0.084515425,0.439155033,0,0,0,0,0,6.606881965,5.330089647,0,0,0,0,15.9299439,5.106527395,0.44,4,119.925,4.44,3.44,2.44,7.828125,0.395508288,7.828125,0.052760601,0.236111111,0.052760601,0.236111111,-0.395508288,0.3736,20.8798,124.965,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,26,5.106527395,0,0,0,0,0,0,0,0,0,15.9299439,0,5.330089647,6.606881965,5.106527395,15.9299439,0,0,0,0,11.93697161,0,0,0,0,0,0,15.9299439,17.04349901,0,0,0,0,0,0,0,20.23,0,2.998263889,0,8.515625,0,0,0,0,0.236111111,0
Organohalogen compounds,NO,NO,54.1,C(CI)CI,2.190609687,12.36452798,4.121320344,2.87724929,7.192245872,2.414213562,1.534522484,4.585685828,0.731517864,2.889016155,0.267261242,1.792842914,0.050507627,2.272843225,0,0,0,0,0,0,15.27592643,0,0,45.18174125,0,1.46,5,289.841,6.46,5.46,5.46,2.382638889,0.086347329,2.382638889,0.00025691,1.30625,0.00025691,1.30625,-0.086347329,2.2465,42.391,295.889,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,45.18174125,6.420821623,8.855104805,0,0,45.18174125,0,0,0,6.420821623,8.855104805,0,0,0,0,0,0,45.18174125,8.855104805,0,0,6.420821623,0,0,0,0,0,2.6125,4.765277778,0,0,0,0,0,1.362222222,0,0
Organic acids and derivatives,NO,NO,54.18,CCOC(=O)CC(=O)C,3.386924951,117.4713804,7.276020882,5.638958434,5.638958434,4.16390246,2.815261133,2.815261133,1.683812968,1.683812968,0.698608251,0.698608251,0.415281806,0.415281806,5.969305288,9.589074368,0,12.20406657,6.606881965,0,6.9237372,6.9237372,0,4.736862954,0,-0.86,9,120.063,8.14,4.062432372,5.003659031,10.41041667,0.46564696,10.41041667,0.3127835,0.103333333,0.3127835,-0.439814815,-0.46564696,0.5286,31.931,130.143,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,52,4.736862954,12.20406657,0,0,0,5.969305288,9.589074368,0,0,0,0,13.8474744,0,6.606881965,14.32593732,11.75255023,0,0,0,20.26829602,6.606881965,0,0,0,0,0,0,0,18.3594322,14.32593732,0,20.26829602,0,0,0,0,43.37,4.492916667,0,20.63856859,0,0,-0.598657407,0,-0.103333333,3.403838813,0
Benzenoids,NO,NO,54.2,c1ccc2CC=CCc2c1,2.474905967,231.4957498,6.811554788,5.878315178,5.878315178,4.966326495,3.684286965,3.684286965,2.64836314,2.64836314,1.960582939,1.960582939,1.376367116,1.376367116,0,0,0,0,0,12.84164325,11.12690298,0,0,36.41750849,0,-1.04,10,120.11,5.722890921,2.295733882,0.859508277,2.238425926,0.083791929,2.238425926,-0.009449225,1.121203704,0.009449225,1.121203704,-0.083791929,2.3414,42.99,130.19,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,36.41750849,23.96854623,0,0,0,0,0,0,0,12.84164325,0,47.54441147,0,0,0,0,0,0,0,12.84164325,0,11.12690298,36.41750849,0,0,0,0,0,0,0,0,2.981481481,0,8.632592593,6.719259259,0,0
Organoheterocyclic compounds,NO,NO,54.2,CN1CCC(=O)CC1,2.292321282,90.70165767,5.983127663,5.183889011,5.183889011,3.7876937,2.990900054,2.990900054,2.34195106,2.34195106,1.544725695,1.544725695,0.867925056,0.867925056,0,4.794537184,0,0,5.783244946,25.93115606,0,0,7.047671983,4.899909731,0,-0.37,8,102.072,5.761061599,2.266093076,1.301420977,10.58194444,0.305490321,10.58194444,0.134960419,0.419537037,0.134960419,0.419537037,-0.305490321,0.2811,31.738,113.16,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,46,4.899909731,5.783244946,0,0,0,0,4.794537184,0,0,0,0,7.047671983,25.93115606,0,4.794537184,5.783244946,0,4.899909731,0,12.84164325,20.13718479,0,0,0,0,0,0,0,30.82033947,4.794537184,0,12.84164325,0,0,0,0,20.31,0,0,12.76388889,0,0,0.419537037,0,1.520833333,1.914351852,2.048055556
Hydrocarbons,YES,NO,54.3,C=CCCCCCCCCC,2.737671569,74.10749561,8.363961031,7.9413113,7.9413113,5.414213562,5.023603362,5.023603362,3.198670613,3.198670613,2.011801681,2.011801681,1.245781916,1.245781916,0,0,0,0,0,0,51.36657298,0,6.076020107,13.50267288,0,-0.26,11,132.121,10.74,9.74,9.74,3.70791606,0.103082979,3.70791606,-0.035341293,1.202160494,0.035341293,1.202160494,-0.103082979,4.3131,52.807,154.297,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,66,0,0,0,0,0,0,0,0,0,6.578935684,51.52468704,12.84164325,0,0,0,0,0,0,0,58.29031018,0,12.65495579,0,0,0,0,0,0,0,0,0,58.29031018,12.65495579,0,0,0,0,0,0,0,0,0,0,0,13.03046454,5.969535462,0
Organoheterocyclic compounds,NO,NO,54.4,Cc1ccsc1C#N,3.154803644,218.6775615,5.983127663,4.510162424,5.326659005,3.842535255,2.285441671,3.165094483,1.544540806,2.460656884,0.963635561,1.884765717,0.487286633,1.202173445,0,0,0,0,0,10.44059869,11.33678588,0,18.37016704,6.069221313,5.261891555,-0.81,8,118.14,5.329082058,1.974214521,0.727671274,8.367731481,0.191529713,8.367731481,0.110359188,0.824074074,0.110359188,0.824074074,-0.191529713,1.9282,33.771,123.18,0,1,0,0,0,0,1,1,2,0,2,0,0,0,0,0,40,0,10.94636851,0,0,0,0,0,0,5.261891555,11.33678588,0,23.93361853,0,0,0,11.33678588,5.261891555,0,0,6.9237372,0,21.88702852,0,6.069221313,0,0,0,11.33678588,0,0,18.25485007,10.44059869,11.44642984,0,0,0,23.79,0,1.488425926,0.824074074,10.29222222,1.081018519,0,4.041388889,0,1.939537037,0
Organoheterocyclic compounds,NO,NO,54.4,c1ccnc(c1)Br,3.02146531,138.0075042,5.112884175,3.634579145,5.220575684,3.39384685,1.959463059,2.752461328,1.152461305,1.964938677,0.628798333,1.097882362,0.341920005,0.612745796,0,0,0,0,0,4.603196019,0,6.196843572,18.19910121,20.91392242,0,-0.37,7,153.966,4.780829563,2.073105009,1.274302599,3.895833333,0.249380578,3.895833333,0.105547703,0.884259259,0.105547703,0.884259259,-0.249380578,1.8441,31.937,157.998,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,36,0,4.603196019,0,0,0,0,0,4.983978521,0,0,6.066367068,28.06267803,6.196843572,0,0,15.9299439,0,4.983978521,0,0,0,28.9991408,0,0,0,0,0,15.9299439,4.983978521,0,0,0,28.9991408,0,0,0,12.89,0.884259259,3.200138889,3.895833333,0,0,0,5.696273148,1.740162037,0,0
Organoheterocyclic compounds,NO,NO,54.4,CC(C)(C)c1ccncc1,2.966043179,195.718293,7.612884175,6.756614672,6.756614672,4.605171716,3.510414715,3.510414715,3.48588873,3.48588873,1.546345952,1.546345952,0.851914147,0.851914147,0,0,0,5.414990469,0,0,5.563451492,0,12.39368714,37.88792426,0,-0.85,10,122.106,7.259289617,2.409451488,1.563884833,3.958888889,0.264715553,3.958888889,0.027024116,0.252916667,0.027024116,0.252916667,-0.264715553,2.3791,42.937,135.21,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,54,0,0,0,0,0,0,4.983978521,0,0,0,20.7712116,23.1111761,12.39368714,0,0,0,0,4.983978521,0,26.18620207,0,30.08987277,0,0,0,0,0,0,4.983978521,5.414990469,0,26.33466309,24.52642128,0,0,0,12.89,0,0,3.958888889,0,1.588564815,0,4.111111111,3.667824074,6.590277778,0
Benzenoids,NO,NO,54.4,Cc1ccc(cc1)I,3.032455532,143.2466295,5.983127663,4.68736555,6.844863841,3.7876937,2.510349442,3.589098587,1.795568159,3.041200379,1.010888337,1.730054434,0.533221946,0.892804995,0,0,0,0,0,0,9.133633763,0,0,53.7800761,0,-0.05,8,210.981,6.075786164,2.485264261,1.472587813,2.296466667,0.05827412,2.296466667,0.013000434,1.299259259,0.013000434,1.299259259,-0.05827412,2.59962,43.896,218.037,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,17.69618563,41.64734196,3.570182271,0,0,22.59087063,0,0,0,6.9237372,0,33.39910204,0,0,0,0,0,22.59087063,0,0,10.49391947,5.563451492,24.26546827,0,0,0,0,1.299259259,2.296466667,0,0,1.324459259,0,8.439814815,0,2.093333333,0
Benzenoids,NO,NO,54.4,Cc1cccc(c1)I,3.077660438,164.2466295,5.983127663,4.68736555,6.844863841,3.7876937,2.510349442,3.589098587,1.799022483,3.044654702,0.980119631,1.651110735,0.605540739,1.304345688,0,0,0,0,0,0,9.133633763,0,0,53.7800761,0,-0.05,8,210.981,6.075786164,2.485264261,1.472587813,2.305433333,0.060952367,2.305433333,0.013244698,1.307962963,0.013244698,1.307962963,-0.060952367,2.59962,43.896,218.037,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,17.69618563,41.64734196,3.570182271,0,0,22.59087063,0,0,0,6.9237372,0,33.39910204,0,0,0,0,0,22.59087063,0,0,10.49391947,5.563451492,24.26546827,0,0,0,0,1.307962963,2.305433333,0,0,1.330462963,0,8.410107407,0,2.099366667,0
Benzenoids,NO,NO,54.4,Cc1ccccc1I,3.134861511,160.4966295,5.983127663,4.68736555,6.844863841,3.804530453,2.516332506,3.595081651,1.749183845,2.911374528,1.076605104,2.286970781,0.550986267,0.938383161,0,0,0,0,0,0,9.133633763,0,0,53.7800761,0,-0.05,8,210.981,6.075786164,2.485264261,1.215903547,2.324337037,0.061930907,2.324337037,0.01590377,1.338055556,0.01590377,1.338055556,-0.061930907,2.59962,43.896,218.037,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,18.19910121,41.14442639,3.570182271,0,0,22.59087063,0,0,0,6.9237372,0,33.39910204,0,0,0,0,0,22.59087063,0,0,10.49391947,5.563451492,24.26546827,0,0,0,0,1.338055556,2.324337037,0,0,1.354722222,0,8.323348148,0,2.11287037,0
Organic oxygen compounds,NO,NO,54.4,C1CCCC(=O)CCC1,2.201539763,86.74075768,6.527097737,5.857995759,5.857995759,4.39384685,3.911230926,3.911230926,2.806442088,2.806442088,1.911230926,1.911230926,1.299667653,1.299667653,0,4.794537184,0,0,5.783244946,25.68328649,19.26246487,0,0,0,0,-0.33,9,112.087,6.785340254,3.649169897,2.636990308,10.83583333,0.299717909,10.83583333,0.132411324,0.481203704,0.132411324,0.481203704,-0.299717909,2.2998,37.326,126.199,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,52,0,5.783244946,0,0,0,0,4.794537184,0,0,0,19.26246487,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,44.94575136,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,44.94575136,0,0,0,0,17.07,0,0,10.83583333,0,0,0.481203704,0,7.84962963,0,0
Organic nitrogen compounds,NO,NO,54.63,CCCCCCCCN,2.595082707,37.83229392,6.949747468,6.527097737,6.527097737,4.414213562,4.115355072,4.115355072,2.556442088,2.556442088,1.557677536,1.557677536,0.924667653,0.924667653,0,0,0,0,0,6.544756406,38.52492974,0,0,6.9237372,5.733667477,-0.04,9,110.095,8.96,7.96,7.96,5.343246488,0.330473504,5.343246488,-0.007727547,0.8671875,0.007727547,0.8671875,-0.330473504,2.3056,42.4304,129.247,2,1,0,0,0,0,0,0,1,1,1,0,6,0,0,0,56,5.733667477,0,0,0,0,0,0,0,0,0,39.02784531,12.96557803,0,0,0,0,0,0,5.733667477,45.44866694,6.544756406,0,0,0,5.733667477,0,0,0,6.544756406,0,0,45.44866694,0,0,0,0,26.02,0,0,0,0,5.343246488,0,0,8.050546344,3.106207168,0
Organic oxygen compounds,NO,NO,54.68,CCCCOCCOCCC,2.690915527,56.58307282,8.363961031,7.766244049,7.766244049,5.414213562,4.568914101,4.568914101,2.578298262,2.578298262,1.362698706,1.362698706,0.712712483,0.712712483,0,0,0,0,0,39.2691711,6.420821623,0,0,13.8474744,9.473725908,-0.08,11,140.097,10.92,9.92,9.92,5.295612245,0.379070812,5.295612245,0.069993709,0.747573696,0.069993709,0.747573696,-0.379070812,2.2297,46.837,160.257,0,2,0,0,0,0,0,0,2,0,2,0,8,0,0,0,68,9.473725908,0,0,0,0,0,0,0,0,0,20.26829602,12.84164325,13.21376393,13.21376393,9.473725908,0,0,0,0,33.10993927,26.42752786,0,0,0,0,0,0,0,26.42752786,9.473725908,0,33.10993927,0,0,0,0,18.46,10.53361607,0,0,0,0,0,0,3.456899723,7.509484206,0
Lipids and lipid-like molecules,NO,NO,54.7,CC(=CC(=O)OCC(C)C)C,3.6268986,152.9456683,8.853371151,7.6783039,7.6783039,5.019744508,3.837222523,3.837222523,3.245574514,3.245574514,0.96545183,0.96545183,0.526168807,0.526168807,0,4.794537184,0,5.969305288,12.52478801,5.57310453,6.076020107,0,27.6949488,0,4.736862954,-0.79,11,140.097,10.21,4.940088386,7.103033213,10.85930556,0.462258834,10.85930556,0.330182209,0.237314815,0.330182209,-0.237314815,-0.462258834,2.1518,45.228,156.225,0,2,0,0,0,0,0,0,2,0,2,0,3,0,0,0,64,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,19.42057893,19.76538045,6.076020107,6.606881965,9.531400138,5.969305288,0,0,5.917906046,27.6949488,6.606881965,11.64912464,0,0,0,0,0,0,12.57618725,9.531400138,5.917906046,27.6949488,11.64912464,0,0,0,26.3,4.898935185,0,10.85930556,0,0.971070484,0.169640967,0,1.502361111,8.265353364,0
Organic acids and derivatives,NO,NO,54.7,COC(=O)C(=O)OC,3.643224946,92.60593782,6.568914101,4.632993162,4.632993162,3.718744015,1.882993162,1.882993162,0.983163248,0.983163248,0.537457479,0.537457479,0.166666667,0.166666667,11.93861058,9.589074368,0,0,0,14.21959508,0,0,0,9.473725908,0,-1.06,8,112.04,6.94,3.009687482,1.592210383,10.04606481,0.460598523,10.04606481,0.416684443,0.979166667,0.416684443,-0.979166667,-0.460598523,-0.6676,24.032,118.088,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,46,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,0,0,0,14.21959508,19.06280028,11.93861058,0,0,0,0,14.21959508,0,0,0,0,0,0,0,26.15820566,19.06280028,0,0,0,0,0,0,52.6,7.978796296,0,20.09212963,0,0,-1.958333333,0,0,0,2.220740741
Benzenoids,NO,NO,54.7,c1cc(cc(c1)N)F,3.077660438,168.3883389,5.983127663,4.264715819,4.264715819,3.7876937,2.299024576,2.299024576,1.555005547,1.555005547,0.848673776,0.848673776,0.506593006,0.506593006,0,4.390415048,0,5.817220841,5.687386275,0,12.13273414,12.13273414,0,0,5.733667477,-1.05,8,105.071,5.093884892,1.820041509,0.964169346,12.0875,0.398644527,12.0875,0.124757111,0.287037037,0.124757111,-0.287037037,-0.398644527,1.4079,30.8124,111.119,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,42,5.733667477,5.817220841,0,0,0,0,0,4.390415048,0,0,6.066367068,18.19910121,5.687386275,0,4.390415048,5.687386275,0,0,0,0,5.733667477,30.08268911,0,0,5.733667477,10.07780132,0,0,0,0,5.817220841,0,24.26546827,0,0,0,26.02,12.0875,0,0,0,5.681574074,-0.287037037,5.851296296,0,0,0
"Organic 1,3-dipolar compounds",NO,NO,54.7,C1CCC(CC1)N(=O)=O,2.312191534,107.6254878,6.690234444,5.376594352,5.376594352,4.304530453,3.439843842,3.439843842,2.577188057,2.577188057,1.872837868,1.872837868,1.291857228,1.291857228,0,10.11431827,0,10.96515188,0,25.68328649,6.420821623,0,0,0,0,-0.6,9,118.071,6.519047619,2.802366864,1.660387812,10.15990741,0.264259426,10.15990741,0.212695483,0.139722222,0.212695483,-0.22337963,-0.264259426,1.5958,33.8674,129.159,0,3,1,0,1,0,0,0,2,0,3,0,1,1,0,1,52,0,0,0,6.041840829,0,0,10.11431827,0,0,0,6.420821623,12.84164325,17.76495429,0,4.923311049,0,0,0,0,38.14594894,0,10.11431827,0,0,0,0,0,0,10.96515188,0,10.11431827,32.10410811,0,0,0,0,43.14,0,0,10.02018519,10.15990741,0,0,-0.22337963,4.87662037,0,0
"Organic 1,3-dipolar compounds",NO,NO,54.7,CC(C)(C)CC(C)(C)N(=O)=O,4.248770815,155.9652183,9.28445705,7.970816958,7.970816958,4.650482454,3.795861951,3.795861951,4.806980912,4.806980912,1.457188235,1.457188235,1.362380719,1.362380719,5.538925252,10.11431827,0,10.33830152,6.420821623,0,0,13.8474744,20.7712116,0,0,-0.6,11,142.093,10.4,2.796694215,3.960787935,10.50430556,0.263992138,10.50430556,0.216838448,0.024375,0.216838448,-0.793402778,-0.263992138,2.4779,45.1454,159.229,0,3,0,0,0,0,0,0,2,0,3,0,2,0,0,0,66,0,0,0,5.538925252,0,0,10.11431827,0,0,0,20.7712116,5.414990469,25.19160707,0,4.923311049,0,0,0,5.414990469,46.57843287,0,10.11431827,0,0,0,0,0,0,10.4622363,0,15.52930874,41.03950762,0,0,0,0,43.14,0,0,10.29423611,10.50430556,-0.769027778,0,0,0.604166667,9.366319444,0
Benzenoids,NO,NO,54.7,CC(C)(c1ccccc1)Cl,2.966043179,195.718293,7.612884175,6.264715819,7.020644765,4.605171716,3.349665839,3.727630312,2.838480995,3.783392178,1.460248283,1.678466173,0.834480265,0.960468422,0,0,0,4.874172291,0,5.563451492,0,0,44.17930974,0,11.60093989,-0.49,10,143.552,7.615152471,2.629654767,1.743778088,6.058549383,0.114718988,6.058549383,0.06383146,0.234861111,0.06383146,-0.234861111,-0.114718988,3.1605,45.321,154.64,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,11.60093989,30.33183534,19.41092589,0,4.874172291,0,11.60093989,0,0,0,18.72164669,0,35.89528683,0,0,0,0,0,11.60093989,0,4.874172291,0,19.41092589,30.33183534,0,0,0,0,0,6.058549383,-0.234861111,0,1.163580247,0,10.06057099,0,3.979938272,0
Benzenoids,NO,YES,54.8,c1ccc2CCC=Cc2c1,2.538110538,258.4957498,6.811554788,5.878315178,5.878315178,4.966326495,3.711160418,3.711160418,2.639857784,2.639857784,1.932846164,1.932846164,1.3735965,1.3735965,0,0,0,0,0,0,23.96854623,0,0,36.41750849,0,-1.04,10,120.11,5.722890921,2.295733882,0.859508277,2.238425926,0.083601682,2.238425926,-0.022759637,1.20537037,0.022759637,1.20537037,-0.083601682,2.646,43.797,130.19,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,36.41750849,23.96854623,0,0,0,6.076020107,0,0,0,12.84164325,0,41.46839136,0,0,0,0,0,0,0,6.420821623,0,17.54772461,30.34148838,0,6.076020107,0,0,0,0,0,0,2.887731481,0,8.579675926,6.865925926,0,0
Organohalogen compounds,NO,NO,54.8,C(=C(Cl)Cl)(C(Cl)(Cl)Cl)Cl,4.39951587,125.7286241,7.654700538,3.767786838,8.303360514,3.854059275,1.633893419,3.901680257,1.072152113,4.680742055,0.414799224,2.315826244,0.107142857,0.964285714,3.792535936,0,0,9.523754526,0,0,0,0,0,0,69.60563934,1.48,9,248.751,10.48,3.751632224,4.024646651,5.311728395,0.228163268,5.311728395,0.228163268,0.198302469,0.081818002,-1.72183642,-0.081818002,4.2421,44.875,248.751,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,54,0,4.491468174,0,3.792535936,0,0,0,0,0,0,69.60563934,0,0,5.032286352,0,69.60563934,0,0,0,3.792535936,0,9.523754526,0,0,0,0,0,69.60563934,3.792535936,0,0,0,9.523754526,0,0,0,0,-1.961033951,31.40933642,0,-0.198302469,0,0,0,0,0,0
Benzenoids,NO,NO,54.8,c1cc(ccc1F)N,3.032455532,147.3883389,5.983127663,4.264715819,4.264715819,3.7876937,2.299024576,2.299024576,1.551551224,1.551551224,0.870005094,0.870005094,0.462780325,0.462780325,0,4.390415048,0,5.817220841,5.687386275,0,24.26546827,0,0,0,5.733667477,-1.05,8,105.071,5.093884892,1.820041509,0.964169346,12.03111111,0.398726079,12.03111111,0.122858843,0.250740741,0.122858843,-0.250740741,-0.398726079,1.4079,30.8124,111.119,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,42,5.733667477,5.817220841,0,0,0,0,0,4.390415048,0,0,0,24.26546827,5.687386275,0,4.390415048,5.687386275,0,0,0,0,5.733667477,30.08268911,0,0,5.733667477,10.07780132,0,0,0,0,5.817220841,0,24.26546827,0,0,0,26.02,12.03111111,0,0,0,5.849259259,-0.250740741,5.703703704,0,0,0
Benzenoids,NO,NO,54.8,COc1ccc(cc1)Cl,2.881555878,180.6125685,6.690234444,5.09561384,5.851542786,4.325698503,2.622721877,3.00068635,1.658044296,2.094480076,1.049340028,1.301316343,0.570679425,0.696667583,0,0,0,0,0,10.77214515,0,19.24253168,12.13273414,0,16.33780284,-0.69,9,135.529,6.430336943,2.738159641,1.611317817,5.6130839,0.496766759,5.6130839,0.118462656,0.732222222,0.118462656,0.732222222,-0.496766759,2.3486,38.004,142.585,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,48,4.736862954,5.749511833,0,0,0,0,0,0,0,0,11.60093989,24.26546827,5.022633314,7.109797541,4.736862954,11.60093989,0,0,0,0,7.109797541,29.28810159,0,5.749511833,4.736862954,0,5.749511833,11.60093989,7.109797541,0,0,0,24.26546827,5.022633314,0,0,9.23,4.910524691,5.6130839,0,0.732222222,0,0.832777778,7.227623457,0,0,1.628212396
Benzenoids,NO,NO,54.8,c1ccc(cc1)C(=O)Cl,2.981454614,205.4159526,6.690234444,4.672964109,5.428893055,4.304530453,2.553789984,2.931754457,1.63973027,1.983015856,1.000749144,1.218967034,0.569188313,0.695176471,5.242426768,4.794537184,0,0,5.563451492,0,0,24.26546827,6.066367068,0,11.60093989,-0.82,9,135.529,6.302249389,2.646097475,1.54134677,10.41080247,0.275615022,10.41080247,0.251885189,0.406851852,0.251885189,-0.406851852,-0.275615022,2.0656,36.6255,140.569,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,46,0,0,0,0,5.242426768,0,4.794537184,0,0,0,30.33183534,11.60093989,5.563451492,0,4.794537184,16.84336666,0,0,0,0,0,35.89528683,0,0,0,0,0,11.60093989,5.242426768,0,0,10.35798868,30.33183534,0,0,0,17.07,0,5.164259259,10.41080247,-0.406851852,0.540895062,0,8.735339506,0,0,0
Benzenoids,NO,NO,54.8,c1cc(ccc1Cl)Cl,3.032455532,145.3883389,5.983127663,4.065330023,5.577187915,3.7876937,2.199331678,2.955260624,1.43643578,2.309307341,0.803543161,1.307495792,0.429549359,0.681525674,0,0,0,0,0,10.04526663,0,24.26546827,0,0,23.20187978,-0.2,8,142.972,5.928205128,2.3818409,1.391420242,5.553024691,0.084342698,5.553024691,0.040652751,0.717037037,0.040652751,0.717037037,-0.084342698,2.9934,36.462,147.004,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,23.20187978,24.26546827,10.04526663,0,0,23.20187978,0,0,0,0,0,34.3107349,0,0,0,0,0,23.20187978,0,0,0,0,24.26546827,10.04526663,0,0,0,0,11.10604938,0,1.434074074,0,0,7.015432099,0,0,0
